step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
48,1787056929.445,1787056929.4506,0.03355,41.1429,-7.6044,27.0769,63.8242,-15.2527,8.2672,40.4639,-8.9008,27.6214,61.5624,-16.7188,12.7951,40.4639,-8.9008,27.6214,61.5624,-16.7188,12.7951,-100,0,350,-50,-200,400,0
49,1787056929.4782,1787056929.483,0.03318,40.7912,-7.6044,27.9560,62.9451,-15.5165,9.1270,39.8007,-10.3993,28.8669,61.1749,-16.6529,14.2848,39.8007,-10.3993,28.8669,61.1749,-16.6529,14.2848,-100,0,300,-300,-100,400,0
50,1787056929.5116,1787056929.7374,0.03344,40.5275,-7.5165,28.3077,62.5055,-15.8681,10.5820,36.8117,-8.5840,29.0226,60.4806,-9.7048,19.9427,36.8117,-8.5840,29.0226,60.4806,-9.7048,19.9427,-100,0,100,-100,-50,650,1
51,1787056929.7385,1787056929.7435,0.2269,40.2637,-7.8681,29.0989,61.6264,-16.3077,13.8889,37.1142,-6.8091,28.3045,60.9412,-10.0130,22.8443,37.1142,-6.8091,28.3045,60.9412,-10.0130,22.8443,0,0,0,0,0,50,1
52,1787056929.7719,1787056929.7769,0.03334,40.2637,-7.8681,29.0989,61.6264,-16.3077,13.9550,37.5238,-6.9741,27.7792,61.8739,-10.3207,25.2819,37.5238,-6.9741,27.7792,61.8739,-10.3207,24.0212,0,0,0,0,0,0,0
53,1787056929.8053,1787056929.8102,0.0334,39.6484,-7.6923,29.0989,61.4505,-15.6044,14.8148,37.6034,-7.0971,28.5652,61.3187,-10.8985,26.1978,37.6034,-7.0971,28.5652,61.3187,-10.8985,25.0132,-200,100,0,-50,100,200,0
54,1787056929.8386,1787056929.8433,0.03336,38.5934,-6.9011,29.0989,61.5385,-13.5824,16.7328,37.3485,-6.6475,29.2572,60.6028,-11.2281,27.3889,37.3485,-6.6475,29.2572,60.6028,-11.2281,27.1296,-300,250,0,0,650,800,0
55,1787056929.872,1787056929.8765,0.03336,38.0659,-6.5495,29.3626,61.4505,-12.0000,19.5106,37.6440,-7.4905,29.7543,60.9995,-10.3446,27.8065,37.6440,-7.4905,29.7543,60.9995,-10.3446,27.8065,-300,100,50,0,550,1250,0
56,1787056929.9054,1787056929.9099,0.03343,37.8901,-6.3736,29.8022,61.0989,-11.9121,22.1561,37.5023,-7.7988,30.2339,59.8958,-10.4030,27.6372,37.5023,-7.7988,30.2339,59.8958,-10.4030,27.6372,-100,50,150,-50,100,1250,0
57,1787056929.9388,1787056929.9433,0.03335,38.1538,-6.3736,30.0659,61.0989,-11.7363,24.3386,37.2180,-8.5218,30.9080,60.4077,-9.9062,27.3638,37.2180,-8.5218,30.9080,60.4077,-9.9062,27.3638,100,0,50,-50,-50,1000,0
58,1787056929.9722,1787056929.9767,0.03342,38.1538,-6.3736,30.5055,60.7473,-11.1209,25.3968,37.0435,-7.1090,31.8535,59.5706,-9.6951,26.8778,37.0435,-7.1090,31.8535,59.5706,-9.6951,26.8778,0,0,150,-150,200,450,0
59,1787056930.0056,1787056930.0101,0.03338,37.8901,-6.3736,30.9451,60.4835,-10.7692,25.9259,37.2862,-8.0121,31.9591,59.5236,-10.4046,26.7525,37.2862,-8.0121,31.9591,59.5236,-10.4046,26.7525,-100,0,150,-50,150,200,0
60,1787056930.039,1787056930.0435,0.03338,37.5385,-6.3736,31.6484,60.3077,-10.4176,25.9921,37.6552,-6.8867,32.6030,60.1366,-10.2483,26.4981,37.6552,-6.8867,32.6030,60.1366,-10.2483,26.4981,-100,0,200,50,100,50,0
61,1787056930.0723,1787056930.0767,0.03337,37.3626,-6.2857,31.9121,60.1319,-10.4176,26.1243,36.6419,-7.5231,32.4284,59.6659,-10.2601,26.3524,36.6419,-7.5231,32.4284,59.6659,-10.2601,26.3524,-50,0,150,-100,0,100,0
62,1787056930.1057,1787056930.11,0.03342,37.3626,-6.2857,32.4396,60.1319,-10.4176,26.1243,37.3802,-5.6136,33.4377,59.4624,-11.3899,26.3843,37.3802,-5.6136,33.4377,59.4624,-11.3899,26.3843,0,0,150,0,0,0,0
63,1787056930.1391,1787056930.1434,0.03337,37.4505,-6.2857,32.5275,59.9560,-10.4176,26.1243,37.3611,-6.3002,31.6310,59.1057,-11.2455,26.0913,37.3611,-6.3002,31.6310,59.1057,-11.2455,26.0913,0,0,100,0,0,0,0
64,1787056930.1725,1787056930.1768,0.03336,37.4505,-6.1978,32.7912,59.5165,-10.6813,26.1905,37.4570,-5.4928,31.7593,59.2021,-9.7569,26.1473,37.4570,-5.4928,31.7593,59.2021,-9.7569,26.1473,0,0,50,-200,-100,50,0
65,1787056930.2059,1787056930.2101,0.03341,37.1868,-5.6703,33.0549,59.6923,-10.8571,26.1243,36.7076,-3.7023,31.5595,59.1542,-10.6232,26.1656,36.7076,-3.7023,31.5595,59.1542,-10.6232,26.1656,-100,150,50,100,0,-50,0
66,1787056930.2393,1787056930.2436,0.03339,37.1868,-5.2308,33.0549,59.6923,-10.5934,26.1243,37.4879,-2.4863,30.9632,59.9571,-11.1192,26.0709,37.4879,-2.4863,30.9632,59.9571,-11.1192,26.0709,0,150,0,0,50,0,0
67,1787056930.2727,1787056930.277,0.03338,37.3626,-4.5275,32.9670,59.6044,-10.5055,26.1243,37.6815,-1.4559,31.6843,59.9791,-10.6167,25.7944,37.6815,-1.4559,31.6843,59.9791,-10.6167,25.7944,100,150,0,-50,50,0,0
68,1787056930.306,1787056930.3102,0.03339,37.4505,-3.2967,32.6154,59.5165,-10.7692,26.1243,37.6043,-1.0232,31.0002,59.6602,-10.9875,26.0013,37.6043,-1.0232,31.0002,59.6602,-10.9875,26.0013,0,400,-100,-50,-100,0,0
69,1787056930.3394,1787056930.3436,0.03336,37.4505,-1.8901,32.7033,59.7802,-10.6813,26.0582,37.5846,0.7098,30.1147,60.3120,-10.7609,25.8850,37.5846,0.7098,30.1147,60.3120,-10.7609,25.8850,0,450,50,150,0,0,0
70,1787056930.3728,1787056930.377,0.03341,37.4505,-1.1868,32.6154,59.7802,-10.7692,26.0582,38.1599,0.1815,30.2877,60.6673,-10.6538,25.9969,38.1599,0.1815,30.2877,60.6673,-10.6538,25.9969,0,350,0,50,0,-50,0
71,1787056930.4062,1787056930.4103,0.03338,37.4505,-0.3956,32.0879,59.8681,-10.7692,25.9921,38.6279,1.5689,30.4103,60.7240,-10.3391,26.0044,38.6279,1.5689,30.4103,60.7240,-10.3391,26.0044,0,300,-200,0,0,-50,0
72,1787056930.4396,1787056930.4439,0.03337,37.5385,0.1319,31.7363,60.1319,-10.6813,26.0582,38.4004,2.7350,30.7329,60.5480,-11.5089,26.0003,38.4004,2.7350,30.7329,60.5480,-11.5089,26.0003,0,150,-100,100,50,50,0
73,1787056930.473,1787056930.4774,0.0334,37.8022,0.4835,31.5604,60.2198,-10.6813,26.0582,39.1046,2.8892,29.6147,61.4368,-10.7698,25.8582,39.1046,2.8892,29.6147,61.4368,-10.7698,25.8582,100,0,-50,50,0,0,0
74,1787056930.5064,1787056930.5108,0.03346,38.1538,1.2747,31.4725,60.3956,-10.9451,25.9921,39.8528,4.8464,28.9379,61.3965,-11.5350,25.6967,39.8528,4.8464,28.9379,61.3965,-11.5350,25.6967,100,300,-50,50,-100,-50,0
75,1787056930.5397,1787056930.5441,0.03331,38.1538,1.8901,30.8571,60.8352,-11.0330,25.9921,39.8140,5.1060,29.3014,61.7392,-10.2691,25.1983,39.8140,5.1060,29.3014,61.7392,-10.2691,25.1983,0,200,-250,150,-50,0,0
76,1787056930.5731,1787056930.5775,0.03338,38.5055,2.5934,30.0659,61.0989,-11.0330,25.9921,40.3111,4.6087,28.1502,61.1675,-10.9469,23.9140,40.3111,4.6087,28.1502,61.1675,-10.9469,23.9140,150,250,-300,150,0,0,0
77,1787056930.6065,1787056930.6107,0.03338,38.8571,3.1209,29.8022,61.2747,-11.0330,25.7275,40.0719,5.2691,29.6298,60.0262,-10.7104,22.0711,40.0719,5.2691,29.6298,60.0262,-10.7104,22.0711,100,200,-50,100,0,-100,0
78,1787056930.6399,1787056930.6442,0.03336,39.2088,3.5604,29.4505,61.2747,-10.9451,25.0000,40.5143,5.5163,29.4824,61.2384,-10.9007,19.3614,40.5143,5.5163,29.4824,61.2384,-10.9007,19.3614,150,100,-150,0,50,-250,0
79,1787056930.6733,1787056930.6778,0.03341,39.3846,4.0000,29.1868,61.0989,-10.9451,23.8095,40.0257,5.2346,28.9179,61.2060,-10.9659,16.2404,40.0257,5.2346,28.9179,61.2060,-10.9659,16.2404,0,150,-150,0,0,-550,0
